bhk_count,area_sqft,log_area,floor_number,total_floors,floor_ratio,is_ground_floor,is_top_floor,furnishing_encoded,transaction_encoded,is_owner_listing,price_inr,log_price,price_per_sqft,price_cr,price_to_locality_median_ratio,locality_mean_price_sqft,locality_median_price_sqft,locality_listing_count,locality_price_rank,dist_nearest_metro_km,dist_nearest_hospital_km,dist_nearest_school_km,dist_nearest_mall_km,dist_nearest_it_hub_km,dist_nearest_airport_km,metro_count_2km,hospital_count_3km,school_count_2km,metro_accessibility_score,livability_index,score_healthcare,score_education,score_metro,score_commercial,score_employment,builder_reputation_score,builder_listing_count,builder_avg_price_sqft,builder_price_premium_pct,infrastructure_impact_score,impact_metro_extension,impact_highway,impact_it_sez,impact_urban_development,city,locality,property_type_clean,builder_tier,livability_band,appreciation_potential_band,area_bin,type_apartment,type_builder_floor,type_penthouse,type_studio,type_villa
2,1059.0,6.966024187106113,7.0,12.0,0.5833333333333334,0,0,1,0,1,15051000.0,16.526955058575265,14212.46,1.505,1.21,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.15,46,11646.705001117241,-0.88,45.04,90.0,6.4,40.78,10.35,Gurgaon,Sector 48,penthouse,Individual,Poor,Medium,Standard,0,0,1,0,0
2,913.0,6.81783057145415,7.0,12.0,0.5833333333333334,0,0,2,0,0,8304000.0,15.932248004811692,9095.29,0.83,1.149,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.67,35,11530.874778105072,45.68,37.65,78.95,9.04,28.84,4.98,Gurgaon,Palam Vihar,villa,Tier 1,Poor,Medium,Standard,0,0,0,0,1
3,1786.0,7.488293515159428,2.0,8.0,0.25,0,0,1,0,0,12151000.0,16.3129221111885,6803.47,1.215,0.86,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,43,11223.359681792177,41.79,51.45,61.82,25.06,58.26,51.2,Gurgaon,Palam Vihar,apartment,Tier 2,Poor,Medium,Large,1,0,0,0,0
3,1709.0,7.444248649496705,2.0,8.0,0.25,0,0,1,1,0,15587000.0,16.561947855627213,9120.54,1.559,1.065,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,47,10937.253284940389,27.73,8.58,9.52,10.93,11.34,1.16,Gurgaon,South City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
3,1482.0,7.301822342137932,1.0,10.0,0.1,0,0,1,1,0,12860000.0,16.369632354534243,8677.46,1.286,0.878,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92,55,10810.06286830001,9.39,26.93,23.94,10.18,30.38,44.61,Gurgaon,Sector 57,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
3,1791.0,7.491087593534876,1.0,10.0,0.1,0,0,1,1,0,20206000.0,16.821490197460065,11281.97,2.021,0.96,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,40,11155.323746176988,-5.06,60.95,90.0,18.38,64.6,48.12,Gurgaon,Sector 48,apartment,Tier 2,Poor,Medium,Large,1,0,0,0,0
3,1621.0,7.3914152346753585,2.0,8.0,0.25,0,0,0,1,1,25407000.0,17.050535323931076,15673.66,2.541,0.865,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15,46,11646.705001117241,-35.71,53.47,90.0,36.76,55.31,3.94,Gurgaon,Golf Course Road,apartment,Individual,Poor,Medium,Large,1,0,0,0,0
2,1075.0,6.98100574072173,5.0,20.0,0.25,0,0,2,0,0,14828000.0,16.512027910692737,13793.49,1.483,1.061,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.29,43,11223.359681792177,-13.69,41.35,48.0,38.67,26.29,51.2,Gurgaon,MG Road,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
5,2811.0,7.941651252930556,5.0,20.0,0.25,0,0,2,0,0,29117000.0,17.186832788351804,10358.24,2.912,1.018,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89,41,10665.515724471146,4.86,27.14,21.45,74.49,18.17,0.98,Gurgaon,Sector 15,penthouse,Tier 1,Poor,Low,Luxury,0,0,1,0,0
5,2859.0,7.958576903813898,3.0,15.0,0.2,0,0,0,0,0,40713000.0,17.522058034293796,14240.29,4.071,0.89,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.17,35,11530.874778105072,-27.93,15.81,40.92,1.91,2.74,2.09,Gurgaon,Cyber City,builder_floor,Tier 1,Poor,Low,Luxury,0,1,0,0,0
3,1645.0,7.406103381237015,,,,0,1,1,0,0,12147000.0,16.312592866007257,7384.19,1.215,1.016,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,43,11223.359681792177,54.44,6.18,4.67,16.39,4.83,0.28,Gurgaon,New Gurgaon Sector 82,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
2,938.0,6.844815479208263,3.0,15.0,0.2,0,0,0,0,0,7106000.0,15.776450196289247,7575.69,0.711,1.042,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74,36,11000.572715809956,51.37,33.39,26.34,80.0,31.87,1.0,Gurgaon,New Gurgaon Sector 82,apartment,Tier 1,Poor,Low,Standard,1,0,0,0,0
3,1502.0,7.315218389752975,,,,0,1,1,0,0,11767000.0,16.28080964642949,7834.22,1.177,0.99,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.24,37,10965.891705343245,38.54,25.22,60.8,3.21,9.46,4.66,Gurgaon,Palam Vihar,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
1,589.0,6.380122536899765,1.0,10.0,0.1,0,0,0,0,0,3943000.0,15.187452666473732,6694.4,0.394,0.921,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,43,11223.359681792177,54.44,37.34,37.74,58.18,9.04,51.2,Gurgaon,New Gurgaon Sector 82,apartment,Tier 2,Poor,Medium,Compact,1,0,0,0,0
1,484.0,6.184148890937483,0.0,,,1,0,1,0,0,3953000.0,15.189985595251217,8167.36,0.395,0.958,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,55,10810.06286830001,26.76,40.08,37.2,77.2,46.04,0.55,Gurgaon,Ardee City,studio,Tier 2,Poor,Medium,Micro,0,0,0,1,0
2,1012.0,6.920671504248683,3.0,15.0,0.2,0,0,0,1,1,10696000.0,16.185380491256808,10569.17,1.07,1.039,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.4,46,11646.705001117241,14.51,47.93,74.8,20.81,70.0,0.44,Gurgaon,Sector 15,apartment,Individual,Poor,Medium,Standard,1,0,0,0,0
3,1544.0,7.3427791893318455,3.0,15.0,0.2,0,0,0,1,0,14863000.0,16.5143855284122,9626.3,1.486,0.833,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.17,35,11530.874778105072,-0.23,41.14,74.8,11.8,50.18,0.26,Gurgaon,Sector 56,apartment,Tier 1,Poor,Medium,Large,1,0,0,0,0
4,2064.0,7.632885505395133,,,,0,1,1,0,0,30804000.0,17.243155142104595,14924.42,3.08,0.896,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-26.93,12.41,14.5,12.78,17.67,1.83,Gurgaon,DLF Phase 5,apartment,Tier 2,Poor,Low,XLarge,1,0,0,0,0
3,1626.0,7.394493107219038,10.0,14.0,0.7142857142857143,0,0,2,1,0,13463000.0,16.415455814239017,8279.83,1.346,0.967,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,42,10981.949143260465,28.25,14.8,38.57,1.65,2.43,1.8,Gurgaon,South City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
3,1774.0,7.4815557019095165,1.0,10.0,0.1,0,0,2,1,0,18838000.0,16.75138671744909,10618.94,1.884,1.143,9285.011128988448,9290.982232651693,25,0.312,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,43,11223.359681792177,20.8,52.99,90.0,8.55,64.6,18.14,Gurgaon,Sohna Road,builder_floor,Tier 2,Poor,Medium,Large,0,1,0,0,0
2,972.0,6.880384082186005,1.0,10.0,0.1,0,0,2,0,0,11066000.0,16.21938799280708,11384.77,1.107,1.073,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74,47,12174.359670335367,14.7,39.64,29.43,70.0,20.41,51.2,Gurgaon,Udyog Vihar,builder_floor,Tier 2,Poor,Medium,Standard,0,1,0,0,0
2,936.0,6.842683282238422,7.0,12.0,0.5833333333333334,0,0,2,0,0,8657000.0,15.973878915711362,9248.93,0.866,1.08,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99,47,12174.359670335367,42.18,19.92,13.17,55.95,16.02,0.59,Gurgaon,South City,builder_floor,Tier 2,Poor,Low,Standard,0,1,0,0,0
2,959.0,6.866933284461882,10.0,14.0,0.7142857142857143,0,0,1,0,0,9369000.0,16.052917031668297,9769.55,0.937,0.989,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86,31,10995.311570656313,11.27,38.14,74.8,8.42,40.81,0.38,Gurgaon,Sector 57,apartment,Tier 1,Poor,Medium,Standard,1,0,0,0,0
5,2915.0,7.977968093128549,,,,0,1,1,1,0,33920000.0,17.33951539836911,11636.36,3.392,1.007,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.92,55,10810.06286830001,-6.47,53.41,90.0,7.99,64.6,20.83,Gurgaon,Sector 56,builder_floor,Tier 2,Poor,Medium,Luxury,0,1,0,0,0
1,547.0,6.306275286948016,1.0,10.0,0.1,0,0,1,1,0,3968000.0,15.193772999402997,7254.11,0.397,0.847,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,55,10810.06286830001,26.24,41.38,38.74,70.0,14.33,51.2,Gurgaon,South City,builder_floor,Tier 2,Poor,Medium,Compact,0,1,0,0,0
4,1972.0,7.587310506022615,10.0,14.0,0.7142857142857143,0,0,1,0,0,33836000.0,17.337035911960363,17158.22,3.384,1.072,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.61,31,10995.311570656313,-31.28,43.56,90.0,5.63,35.71,10.04,Gurgaon,Cyber City,penthouse,Tier 1,Poor,Medium,XLarge,0,0,1,0,0
3,1717.0,7.4489161025442,2.0,8.0,0.25,0,0,1,0,0,16068000.0,16.592340336696807,9358.18,1.607,1.182,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74,36,11000.572715809956,38.98,61.1,90.0,16.03,64.6,51.2,Gurgaon,Palam Vihar,apartment,Tier 1,Poor,Medium,Large,1,0,0,0,0
2,1158.0,7.055312843339752,10.0,14.0,0.7142857142857143,0,0,2,0,0,11097000.0,16.22218544959714,9582.9,1.11,0.987,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,42,10981.949143260465,13.15,11.43,13.76,8.09,17.97,2.53,Gurgaon,Nirvana Country,apartment,Tier 2,Poor,Low,Standard,1,0,0,0,0
3,1731.0,7.4570320891223805,5.0,20.0,0.25,0,0,2,0,0,20006000.0,16.811542836512267,11557.48,2.001,1.17,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.99,37,10965.891705343245,10.97,23.23,29.28,10.3,39.39,5.35,Gurgaon,Sector 57,builder_floor,Tier 2,Poor,Low,Large,0,1,0,0,0
3,1764.0,7.475905969367397,7.0,12.0,0.5833333333333334,0,0,2,0,1,14594000.0,16.49612111182901,8273.24,1.459,1.138,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65,46,11646.705001117241,60.26,5.89,6.19,8.85,7.23,0.72,Gurgaon,New Gurgaon Sector 82,builder_floor,Individual,Poor,Low,Large,0,1,0,0,0
4,1951.0,7.5766097669730375,2.0,8.0,0.25,0,0,1,0,0,20892000.0,16.854876916403537,10708.35,2.089,0.911,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.17,35,11530.874778105072,-1.86,42.51,60.29,6.33,64.6,19.97,Gurgaon,Sector 48,apartment,Tier 1,Poor,Medium,XLarge,1,0,0,0,0
4,2253.0,7.720461694599722,0.0,,,1,0,2,1,1,42027000.0,17.55382285064059,18653.79,4.203,1.166,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15,46,11646.705001117241,-27.21,37.83,18.53,70.0,23.76,57.0,Gurgaon,Cyber City,apartment,Individual,Poor,Medium,XLarge,1,0,0,0,0
2,1038.0,6.946013991099227,3.0,15.0,0.2,0,0,2,0,0,9066000.0,16.020041820785153,8734.1,0.907,0.884,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,42,10981.949143260465,11.13,57.4,67.69,80.0,70.0,1.06,Gurgaon,Sector 57,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
2,1153.0,7.050989447068045,7.0,12.0,0.5833333333333334,0,0,1,0,1,10756000.0,16.19097438934225,9328.71,1.076,0.961,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65,46,11646.705001117241,20.0,15.11,17.71,16.22,21.09,1.97,Gurgaon,Nirvana Country,penthouse,Individual,Poor,Low,Standard,0,0,1,0,0
3,1678.0,7.425953657077541,0.0,,,1,0,0,0,0,19625000.0,16.792314872588157,11695.47,1.962,0.899,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.61,31,10995.311570656313,-15.44,54.42,90.0,26.46,64.6,7.39,Gurgaon,MG Road,apartment,Tier 1,Poor,Medium,Large,1,0,0,0,0
4,2266.0,7.726212650507529,3.0,15.0,0.2,0,0,2,0,0,14515000.0,16.49069322433511,6405.56,1.452,0.881,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,55,10810.06286830001,48.75,44.16,74.8,16.48,58.51,0.26,Gurgaon,New Gurgaon Sector 82,studio,Tier 2,Poor,Medium,XLarge,0,0,0,1,0
2,1097.0,7.001245622069476,5.0,20.0,0.25,0,0,1,0,1,9302000.0,16.045740096269935,8479.49,0.93,0.99,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65,46,11646.705001117241,36.01,54.22,90.0,24.43,64.6,8.43,Gurgaon,South City,apartment,Individual,Poor,Medium,Standard,1,0,0,0,0
3,1430.0,7.266128779556451,10.0,14.0,0.7142857142857143,0,0,0,1,0,11586000.0,16.265308116949768,8102.1,1.159,0.946,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,40,11155.323746176988,30.28,47.27,84.1,26.64,47.5,3.15,Gurgaon,South City,studio,Tier 2,Poor,Medium,Large,0,0,0,1,0
3,1595.0,7.3752557780097545,1.0,10.0,0.1,0,0,0,0,0,16273000.0,16.605017912094233,10202.51,1.627,1.032,10099.081475266092,9882.075471698114,37,0.522,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99,47,12174.359670335367,23.2,48.33,71.75,7.21,64.6,28.15,Gurgaon,Sector 57,villa,Tier 2,Poor,Medium,Large,0,0,0,0,1
3,1793.0,7.492203042618741,2.0,8.0,0.25,0,0,0,1,0,22637000.0,16.935096337860728,12625.21,2.264,1.074,11919.75221255961,11750.0,31,0.718,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.49,47,12174.359670335367,3.61,38.14,15.15,70.0,29.76,57.0,Gurgaon,Sector 48,apartment,Tier 2,Poor,Medium,Large,1,0,0,0,0
2,1181.0,7.074963197966044,,,,0,1,2,0,0,13288000.0,16.402372005531134,11251.48,1.329,0.865,13095.196359171217,13003.051470588234,38,0.787,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.29,43,11223.359681792177,-13.69,36.59,11.05,60.72,36.71,57.0,Gurgaon,MG Road,penthouse,Tier 2,Poor,Medium,Standard,0,0,1,0,0
3,1369.0,7.222566018822171,2.0,8.0,0.25,0,0,2,1,0,9172000.0,16.031666031987402,6699.78,0.917,0.922,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,42,10981.949143260465,51.12,38.38,13.46,70.0,33.07,57.0,Gurgaon,New Gurgaon Sector 82,apartment,Tier 2,Poor,Medium,Large,1,0,0,0,0
4,1899.0,7.549609165154532,5.0,20.0,0.25,0,0,0,1,0,17868000.0,16.698522017420117,9409.16,1.787,0.969,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.49,36,11000.572715809956,13.34,42.62,57.93,26.18,64.6,4.77,Gurgaon,Nirvana Country,penthouse,Tier 1,Poor,Medium,XLarge,0,0,1,0,0
2,940.0,6.846943139585379,0.0,,,1,0,1,0,0,15494000.0,16.555963474715096,16482.98,1.549,0.989,17055.57986586986,16661.004431314625,27,0.912,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.02,47,10937.253284940389,-34.35,51.15,60.56,17.84,64.6,51.2,Gurgaon,DLF Phase 5,builder_floor,Tier 2,Poor,Medium,Standard,0,1,0,0,0
2,1118.0,7.020190708311925,,,,0,1,1,0,0,10501000.0,16.166981143917152,9392.67,1.05,1.097,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,47,10937.253284940389,27.73,30.4,37.41,5.3,53.06,14.89,Gurgaon,South City,apartment,Tier 2,Poor,Low,Standard,1,0,0,0,0
5,2863.0,7.9599745280805365,1.0,10.0,0.1,0,0,0,0,0,27788000.0,17.140114866781666,9705.9,2.779,1.0,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,40,11155.323746176988,14.93,5.07,5.25,7.9,6.1,0.62,Gurgaon,Nirvana Country,builder_floor,Tier 2,Poor,Low,Luxury,0,1,0,0,0
2,964.0,6.872128101338986,5.0,20.0,0.25,0,0,0,1,0,12152000.0,16.313004405548725,12605.81,1.215,1.091,11543.026856483424,11557.515845236969,30,0.657,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.61,31,10995.311570656313,-4.86,55.08,90.0,15.16,54.19,35.01,Gurgaon,Sector 56,studio,Tier 1,Poor,Medium,Standard,0,0,0,1,0
4,2104.0,7.652070746116482,,,,0,1,0,0,0,19531000.0,16.787513556019682,9282.79,1.953,1.084,8625.563963628789,8562.819783968163,45,0.242,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39,41,10665.515724471146,24.56,55.39,89.67,8.26,64.6,31.0,Gurgaon,South City,apartment,Tier 1,Poor,Medium,XLarge,1,0,0,0,0
3,1728.0,7.455298485683291,5.0,20.0,0.25,0,0,0,1,0,15562000.0,16.5603426674181,9005.79,1.556,0.928,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86,31,10995.311570656313,13.28,28.5,29.48,54.37,27.91,1.63,Gurgaon,Nirvana Country,builder_floor,Tier 1,Poor,Low,Large,0,1,0,0,0
2,1120.0,7.02197642307216,10.0,14.0,0.7142857142857143,0,0,0,0,0,21881000.0,16.901129284014537,19536.61,2.188,1.078,18218.23667565825,18114.83870967742,31,0.97,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.49,47,12174.359670335367,-32.79,50.18,89.83,13.94,41.13,28.32,Gurgaon,Golf Course Road,builder_floor,Tier 2,Poor,Medium,Standard,0,1,0,0,0
4,2125.0,7.661997558901893,5.0,20.0,0.25,0,0,2,0,0,16091000.0,16.593770729587828,7572.24,1.609,0.957,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74,36,11000.572715809956,38.98,18.98,39.52,7.74,7.49,8.66,Gurgaon,Palam Vihar,villa,Tier 1,Poor,Low,XLarge,0,0,0,0,1
2,1077.0,6.982862751468942,1.0,10.0,0.1,0,0,0,0,0,10826000.0,16.197461298709275,10052.0,1.083,0.947,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,36,11000.572715809956,3.64,29.26,24.18,17.81,27.99,51.2,Gurgaon,Udyog Vihar,apartment,Tier 1,Poor,Low,Standard,1,0,0,0,0
3,1579.0,7.365180126021013,7.0,12.0,0.5833333333333334,0,0,2,1,0,16890000.0,16.64223234799061,10696.64,1.689,1.052,10059.458033808372,10171.232876712329,37,0.448,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.75,40,11155.323746176988,9.68,24.59,60.8,3.23,7.28,4.23,Gurgaon,Sector 15,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
2,989.0,6.897704943128636,3.0,15.0,0.2,0,0,2,0,0,7964000.0,15.89044206973126,8052.58,0.796,1.017,7933.282542532392,7915.270748323147,34,0.093,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79,43,11223.359681792177,41.79,18.47,18.0,33.93,21.37,0.23,Gurgaon,Palam Vihar,apartment,Tier 2,Poor,Low,Standard,1,0,0,0,0
3,1604.0,7.380879035564116,,,,0,1,0,1,0,14858000.0,16.514049065997696,9263.09,1.486,1.086,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,42,10981.949143260465,28.77,7.71,8.83,7.96,11.02,1.36,Gurgaon,Ardee City,builder_floor,Tier 2,Poor,Low,Large,0,1,0,0,0
2,1107.0,7.010311867307229,10.0,14.0,0.7142857142857143,0,0,2,0,0,13222000.0,16.39739274250718,11943.99,1.322,1.125,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.74,37,10965.891705343245,3.32,47.18,74.8,16.89,70.0,0.63,Gurgaon,Udyog Vihar,apartment,Tier 2,Poor,Medium,Standard,1,0,0,0,0
2,1162.0,7.0587581525186645,1.0,10.0,0.1,0,0,2,1,0,21383000.0,16.878106818537894,18401.89,2.138,1.15,16255.085463756648,15999.668115957773,30,0.855,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.92,55,10810.06286830001,-32.44,21.72,34.77,11.41,28.96,0.13,Gurgaon,Cyber City,studio,Tier 2,Poor,Low,Standard,0,0,0,1,0
5,2727.0,7.911324018963353,5.0,20.0,0.25,0,0,2,0,0,28738000.0,17.17373088156842,10538.32,2.874,1.086,9575.35052908125,9705.902899056933,37,0.374,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,40,11155.323746176988,14.93,7.22,8.32,7.0,10.53,1.39,Gurgaon,Nirvana Country,apartment,Tier 2,Poor,Low,Luxury,1,0,0,0,0
2,1128.0,7.029087564149662,10.0,14.0,0.7142857142857143,0,0,0,1,0,11858000.0,16.2885133875807,10512.41,1.186,0.99,10711.540784294795,10613.787837331445,34,0.593,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,36,11000.572715809956,3.64,45.43,49.02,44.63,36.42,51.2,Gurgaon,Udyog Vihar,builder_floor,Tier 1,Poor,Medium,Standard,0,1,0,0,0
3,1422.0,7.260522598089852,1.0,10.0,0.1,0,0,1,0,0,11213000.0,16.232584466625212,7885.37,1.121,0.925,8453.477181692593,8528.122020972354,35,0.162,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52,47,10937.253284940389,28.25,24.13,33.28,20.47,33.4,0.17,Gurgaon,Ardee City,apartment,Tier 2,Poor,Low,Large,1,0,0,0,0
2,1038.0,6.946013991099227,7.0,12.0,0.5833333333333334,0,0,0,0,0,8207000.0,15.920498128459045,7906.55,0.821,1.088,7362.847680726007,7267.158671586716,29,0.03,inf,inf,inf,inf,inf,inf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39,41,10665.515724471146,46.76,46.51,74.8,22.06,62.14,1.94,Gurgaon,New Gurgaon Sector 82,apartment,Tier 1,Poor,Medium,Standard,1,0,0,0,0
